Age,M,F
0-4,34724154,30881859
5-9,48419251,42081698
10-14,47378012,40531417
15-19,43275020,36896406
20-24,43476146,37376634
25-29,47758730,41945472
30-34,61912202,56215895
35-39,56556298,52874276
40-44,49071725,46748113
45-49,53300876,51601053
50-54,61867300,61093663
55-59,56527101,57072075
60-64,33852513,35324419
65-69,36091616,39871363
70-74,25156236,29374951
75-79,14336381,17400219
80-84,8372297,11425821
85-89,3885027,6558104
90-94,1014382,2339714
95-99,113324,440660
100+,2309,34848
