Age,M,F
0-4,45704388,39471659
5-9,53732884,47582754
10-14,65394708,59720833
15-19,54890546,51366408
20-24,49581658,46906846
25-29,62168160,59312345
30-34,64085897,61632453
35-39,53084767,51339216
40-44,42240365,41183668
45-49,42753367,42415553
50-54,30816633,29789021
55-59,23126217,22018241
60-64,20479324,19690708
65-69,16783090,17376665
70-74,11680803,13185260
75-79,7226234,9426207
80-84,3400108,5499576
85-89,1125779,2410576
90-94,187641,679905
95-99,11268,94856
100+,62,4518
