Age,M,F
0-4,46796015,39948793
5-9,43143752,36766674
10-14,44509889,38332225
15-19,50083500,44157383
20-24,64927681,59092049
25-29,55533150,51918220
30-34,48605499,46096263
35-39,57779327,55392730
40-44,63445280,61504955
45-49,56873867,55693918
50-54,37832017,37651991
55-59,41164031,42131439
60-64,29776762,30586346
65-69,20028020,20693182
70-74,15597384,16746942
75-79,11062408,13410505
80-84,5959789,8333148
85-89,2354101,4184165
90-94,506367,1366661
95-99,39157,212239
100+,304,12525
