Age,M,F
0-4,48341278,41431893
5-9,44253971,37688662
10-14,43474178,37242964
15-19,47019308,41016484
20-24,59909238,53897179
25-29,59496677,55119606
30-34,51406670,48574623
35-39,51500464,49227866
40-44,64187711,62087114
45-49,60204017,58932722
50-54,40024402,39727076
55-59,42231396,43007649
60-64,34125268,35855922
65-69,22124194,23004983
70-74,15952591,17291976
75-79,11647361,13944378
80-84,6485391,9001508
85-89,2608349,4517855
90-94,597474,1535231
95-99,48033,248341
100+,516,15513
